transcript_id,101112C14,101112H14,123C14,123H14,131415C14,131415H14,45C14,45H14,6C14,789H14,7C14,89C14
Montipora_capitata_HIv3___TS.g50544.t1,88,39,67,96,54,92,33,16,82,71,52,96
Montipora_capitata_HIv3___TS.g50533.t1,0,0,0,0,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g44009.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44010.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44004.t1,446,681,203,296,607,448,73,4199,177,240,405,547
Montipora_capitata_HIv3___RNAseq.g44005.t1,37,31,20,29,21,27,0,32,32,21,0,32
Montipora_capitata_HIv3___RNAseq.g44006.t1,331,268,535,969,318,538,252,50,303,805,98,752
Montipora_capitata_HIv3___RNAseq.g44007.t1,377,513,663,872,322,507,320,56,361,813,225,927
Montipora_capitata_HIv3___TS.g50536.t1,6,49,23,19,4,12,3,0,12,40,8,49
Montipora_capitata_HIv3___RNAseq.g44008.t1,2,5,10,8,1,3,19,0,7,7,0,8
Montipora_capitata_HIv3___TS.g50538.t1,19,2,4,3,0,9,0,0,0,2,0,4
Montipora_capitata_HIv3___RNAseq.g44020.t1,15,8,4,39,11,8,4,0,11,35,18,34
Montipora_capitata_HIv3___RNAseq.g44029.t1,17,14,4,0,16,8,0,0,35,23,0,50
Montipora_capitata_HIv3___RNAseq.g44021.t1,0,0,0,7,4,4,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44022.t1,50,74,24,34,32,37,13,4,50,50,14,59
Montipora_capitata_HIv3___RNAseq.g44023.t1,32,25,17,31,35,45,4,29,29,11,17,10
Montipora_capitata_HIv3___RNAseq.g44024.t1,26,27,0,12,17,15,0,0,7,35,19,23
Montipora_capitata_HIv3___RNAseq.g44025.t1,1,13,2,6,6,3,0,0,2,1,5,11
Montipora_capitata_HIv3___RNAseq.g44026.t1,45,54,0,12,27,0,43,10,23,96,3,97
Montipora_capitata_HIv3___RNAseq.g44027.t1,15,5,0,15,0,15,0,0,0,15,45,4
Montipora_capitata_HIv3___TS.g50556.t1,67,75,0,35,47,51,0,0,36,39,60,127
Montipora_capitata_HIv3___RNAseq.g44017.t1,464,321,215,326,449,434,83,81,291,431,260,701
Montipora_capitata_HIv3___RNAseq.g44018.t1,2651,2124,1869,2068,2468,2406,974,529,1846,2160,1632,3463
Montipora_capitata_HIv3___RNAseq.17733_t,1630,1204,794,1365,1595,2001,418,454,1099,1369,1472,2094
Montipora_capitata_HIv3___RNAseq.g44031.t1,236,344,946,678,87,62,259,203,341,544,875,650
Montipora_capitata_HIv3___RNAseq.g44032.t1,24,16,10,0,9,0,0,0,0,0,1,17
Montipora_capitata_HIv3___RNAseq.g44030.t1,734,615,738,678,705,937,244,395,377,579,695,879
Montipora_capitata_HIv3___TS.g50564.t1,0,2,3,0,3,4,0,0,0,2,1,0
Montipora_capitata_HIv3___RNAseq.g44034.t1,16,14,13,5,17,23,1,0,9,20,5,16
Montipora_capitata_HIv3___RNAseq.g44033.t1,1,0,0,1,0,0,0,0,2,4,1,3
Montipora_capitata_HIv3___RNAseq.g44037.t1,385,260,601,260,197,315,217,176,124,425,106,377
Montipora_capitata_HIv3___RNAseq.g44036.t1,1498,1204,1485,2330,1368,1560,752,312,1130,2205,1232,2111
Montipora_capitata_HIv3___RNAseq.g44040.t1,0,0,23,22,0,0,0,0,0,8,0,0
Montipora_capitata_HIv3___TS.g50568.t1,1730,1701,564,1023,1993,1852,276,624,1366,1535,2196,3067
Montipora_capitata_HIv3___RNAseq.g44042.t1,475,604,248,339,763,686,223,881,605,428,715,826
Montipora_capitata_HIv3___RNAseq.g44041.t1a,135,170,97,88,141,188,106,48,163,272,30,233
Montipora_capitata_HIv3___RNAseq.g44041.t1b,315,242,198,120,134,223,57,19,361,390,79,444
Montipora_capitata_HIv3___RNAseq.g44043.t1,659,486,316,389,473,477,150,167,327,699,426,764
Montipora_capitata_HIv3___TS.g50574.t3,3488,2721,1737,2290,3016,2866,732,1298,1995,2944,2051,4211
Montipora_capitata_HIv3___RNAseq.g44045.t1,5618,5161,4487,6273,4817,5111,1526,1082,3048,5577,4519,7182
Montipora_capitata_HIv3___RNAseq.g44049.t1,63,56,56,48,21,28,14,29,28,20,78,10
Montipora_capitata_HIv3___RNAseq.g44051.t1,3,8,0,6,11,20,0,4,12,6,4,7
Montipora_capitata_HIv3___RNAseq.g44046.t1,1129,1104,591,855,884,820,465,606,608,825,1057,1450
Montipora_capitata_HIv3___RNAseq.g44047.t1,23,17,31,21,56,69,0,42,9,11,61,61
Montipora_capitata_HIv3___RNAseq.g44048.t1,326,291,138,162,307,322,89,299,139,240,315,488
Montipora_capitata_HIv3___RNAseq.g44052.t1,485,413,120,264,484,437,189,233,251,302,508,626
Montipora_capitata_HIv3___TS.g50582.t1,60,57,52,50,49,27,22,27,24,65,62,44
Montipora_capitata_HIv3___RNAseq.g44055.t2,22,23,0,4,15,0,0,0,0,10,8,56
Montipora_capitata_HIv3___RNAseq.g44054.t1,1326,876,1097,1117,825,1516,543,87,501,1894,375,1994
Montipora_capitata_HIv3___RNAseq.g44056.t1,431,473,347,365,243,248,94,138,162,228,353,208
Montipora_capitata_HIv3___RNAseq.g44057.t1,411,449,335,309,347,301,137,326,243,355,400,571
Montipora_capitata_HIv3___TS.g50601.t1,30,16,129,130,21,25,18,0,21,30,0,27
Montipora_capitata_HIv3___RNAseq.g44074.t1,1689,1796,797,1475,1079,1094,297,97,1041,2040,1317,3294
Montipora_capitata_HIv3___RNAseq.g44076.t1,68,76,60,52,49,57,2,176,141,112,17,119
Montipora_capitata_HIv3___RNAseq.g44075.t1,2513,1974,1100,1597,2028,2147,540,591,1405,2410,1456,3355
Montipora_capitata_HIv3___TS.g50607.t1,6,10,9,0,15,6,0,0,0,0,0,10
Montipora_capitata_HIv3___RNAseq.g44077.t1b,66,76,80,46,31,55,73,42,42,79,19,96
Montipora_capitata_HIv3___RNAseq.g44079.t1,10,24,2,10,15,7,0,19,11,5,14,28
Montipora_capitata_HIv3___RNAseq.g44066.t1,0,9,2,0,0,10,0,0,3,0,14,6
Montipora_capitata_HIv3___TS.g50598.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50600.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44058.t1,179,363,119,220,310,187,113,0,345,82,300,198
Montipora_capitata_HIv3___RNAseq.g44059.t1,151,105,122,109,65,101,23,93,54,96,246,139
Montipora_capitata_HIv3___RNAseq.g44060.t1,1906,1365,4824,3906,1250,2015,1629,1428,1193,2298,406,2010
Montipora_capitata_HIv3___RNAseq.g44061.t1,15,32,22,81,29,52,8,0,4,24,54,75
Montipora_capitata_HIv3___RNAseq.g44062.t1,21,23,6,12,14,9,0,0,21,21,8,44
Montipora_capitata_HIv3___RNAseq.g44063.t1,441,300,570,710,290,382,140,98,190,448,359,590
Montipora_capitata_HIv3___RNAseq.g44064.t1,552,374,571,640,242,346,182,87,170,514,284,559
Montipora_capitata_HIv3___TS.g50593.t1,7325,7462,6154,11055,7902,7010,2459,6049,5428,7675,5963,11415
Montipora_capitata_HIv3___RNAseq.g44067.t1,176,175,111,131,133,253,82,75,184,184,160,297
Montipora_capitata_HIv3___RNAseq.g44068.t1,41,21,14,32,20,14,11,0,49,20,33,12
Montipora_capitata_HIv3___RNAseq.g44069.t1,12241,8151,11122,8924,7224,7847,3973,4379,4383,10914,5549,10603
Montipora_capitata_HIv3___RNAseq.g44070.t1,30,50,71,48,30,84,13,0,11,75,0,29
Montipora_capitata_HIv3___RNAseq.g44084.t1,495,348,423,235,233,290,107,30,283,405,71,492
Montipora_capitata_HIv3___TS.g50614.t1,28,14,48,58,81,98,0,15,0,69,26,23
Montipora_capitata_HIv3___RNAseq.g44082.t1,1503,1359,624,1222,1561,1645,453,859,1284,1527,1076,2404
Montipora_capitata_HIv3___RNAseq.g44083.t1,954,537,735,586,521,494,296,148,262,635,313,817
Montipora_capitata_HIv3___TS.g50622.t1,3,4,5,1,11,1,2,0,2,5,4,15
Montipora_capitata_HIv3___RNAseq.g44090.t1,11,45,60,42,19,15,0,6,51,34,0,72
Montipora_capitata_HIv3___RNAseq.g44091.t1,35,68,62,42,18,19,15,18,66,92,0,59
Montipora_capitata_HIv3___RNAseq.g44093.t1,0,3,2,12,0,0,0,0,0,0,0,6
Montipora_capitata_HIv3___RNAseq.g44094.t1,21,47,17,17,54,36,25,19,25,63,49,70
Montipora_capitata_HIv3___RNAseq.g44086.t1,377,413,311,308,291,335,120,321,349,391,339,642
Montipora_capitata_HIv3___TS.g50615.t1,10,8,25,3,7,34,24,0,0,16,0,17
Montipora_capitata_HIv3___RNAseq.g44087.t1,14,6,1,6,4,6,5,0,17,18,8,11
Montipora_capitata_HIv3___RNAseq.g44088.t1,38,41,36,45,21,78,12,14,44,37,20,90
Montipora_capitata_HIv3___RNAseq.g44089.t1,1812,1703,1355,1043,1442,1444,519,665,976,1309,1784,2308
Montipora_capitata_HIv3___RNAseq.g44097.t3b,4,0,0,1,0,0,0,0,6,3,2,1
Montipora_capitata_HIv3___RNAseq.g44099.t1,0,0,16,0,0,0,0,0,5,0,0,0
Montipora_capitata_HIv3___RNAseq.g44100.t1,0,9,11,8,11,0,0,0,9,20,0,8
Montipora_capitata_HIv3___TS.g50632.t1,0,0,0,0,0,0,0,0,0,2,0,0
Montipora_capitata_HIv3___RNAseq.g44097.t3c,24,72,58,46,13,56,0,0,80,49,50,83
Montipora_capitata_HIv3___RNAseq.g44101.t1,21,14,5,0,3,9,2,0,0,384,0,250
Montipora_capitata_HIv3___RNAseq.g44102.t1,12,27,13,23,21,26,0,0,0,21,0,30
Montipora_capitata_HIv3___TS.g50636.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44103.t1,24,54,37,75,8,33,8,0,9,68,0,53
Montipora_capitata_HIv3___TS.g50627.t1,40,76,97,32,45,110,64,0,54,185,0,136
Montipora_capitata_HIv3___RNAseq.g44097.t3a,1096,987,657,695,852,805,315,650,561,975,1189,963
Montipora_capitata_HIv3___RNAseq.g44104.t1,381,499,191,299,441,329,96,344,279,309,500,474
Montipora_capitata_HIv3___RNAseq.g44080.t1,64,65,7,24,65,72,47,0,10,60,20,131
Montipora_capitata_HIv3___RNAseq.g44081.t1,36584,31523,43237,70239,29233,35874,17459,26240,25777,39760,30291,45959
Montipora_capitata_HIv3___TS.g50640.t1,64,51,23,24,37,34,0,6,20,31,20,87
Montipora_capitata_HIv3___TS.g50641.t3,4585,3462,2336,1999,2445,2816,1672,386,4112,4324,2667,5908
Montipora_capitata_HIv3___RNAseq.g44113.t1,23,42,27,31,22,11,0,0,0,22,48,32
Montipora_capitata_HIv3___RNAseq.g44112.t1,0,0,0,16,0,0,0,4,8,0,0,18
Montipora_capitata_HIv3___RNAseq.g44111.t3,1693,1442,741,1347,2190,2106,594,945,1176,1471,1724,2653
Montipora_capitata_HIv3___TS.g50646.t1,1,2,0,0,0,2,0,0,0,1,0,2
Montipora_capitata_HIv3___RNAseq.17832_t,1004,982,397,764,1018,1137,149,1476,670,990,870,1636
Montipora_capitata_HIv3___TS.g50643.t1a,13,21,9,3,8,2,10,0,8,7,9,11
Montipora_capitata_HIv3___TS.g50643.t1b,2432,2230,1049,2537,2386,2729,752,4453,1996,1977,2556,3143
Montipora_capitata_HIv3___RNAseq.g44109.t1,1697,1433,1384,1248,1216,1159,561,585,984,1081,1248,1446
Montipora_capitata_HIv3___RNAseq.g44110.t1,2133,1671,1277,1977,1928,1713,596,1802,1290,1662,2006,2290
Montipora_capitata_HIv3___TS.g50653.t2,122,194,127,206,115,153,192,95,198,266,175,251
Montipora_capitata_HIv3___RNAseq.g44118.t1,32,0,10,24,12,7,38,0,31,25,46,0
Montipora_capitata_HIv3___RNAseq.g44119.t1,60,98,46,41,116,45,0,0,105,85,129,176
Montipora_capitata_HIv3___RNAseq.g44121.t1,28,109,17,39,94,40,0,0,95,53,85,57
Montipora_capitata_HIv3___TS.g50658.t1,39,65,60,121,112,99,50,40,31,61,78,92
Montipora_capitata_HIv3___TS.g50650.t1,149,120,71,119,144,162,89,24,67,154,20,248
Montipora_capitata_HIv3___RNAseq.g44115.t1,4141,4005,3192,3985,3362,4441,1583,712,2510,5340,1390,6349
Montipora_capitata_HIv3___RNAseq.g44116.t1,294,194,105,137,282,438,87,27,144,258,42,334
Montipora_capitata_HIv3___RNAseq.g44124.t1,9,9,5,2,3,13,0,0,5,6,0,10
Montipora_capitata_HIv3___RNAseq.g44123.t1,952,410,4259,4219,351,924,1079,271,450,983,339,548
Montipora_capitata_HIv3___RNAseq.g44125.t1,1304,1148,983,1649,1347,1282,639,435,1065,1536,1299,2013
Montipora_capitata_HIv3___TS.g50663.t1,0,7,23,0,0,12,0,0,7,6,6,0
Montipora_capitata_HIv3___RNAseq.g44126.t1,303,234,153,284,241,226,92,131,265,216,300,351
Montipora_capitata_HIv3___RNAseq.g44130.t1,108,104,31,41,79,120,0,71,62,107,67,165
Montipora_capitata_HIv3___TS.g50666.t1,7,10,9,0,2,16,0,0,0,20,5,24
Montipora_capitata_HIv3___RNAseq.g44132.t1,5,9,11,6,0,2,12,0,0,8,0,4
Montipora_capitata_HIv3___RNAseq.g44133.t1a,3,0,5,0,0,6,2,0,0,16,7,5
Montipora_capitata_HIv3___RNAseq.g44133.t1b,175,97,73,130,147,216,63,142,43,121,171,298
Montipora_capitata_HIv3___TS.g50670.t1,195,76,88,69,124,159,14,19,56,192,133,177
Montipora_capitata_HIv3___RNAseq.g44136.t1,20,10,20,9,12,17,1,16,5,23,12,25
Montipora_capitata_HIv3___RNAseq.g44137.t1,343,194,159,170,267,390,32,95,233,346,436,359
Montipora_capitata_HIv3___RNAseq.g44134.t1,2032,1970,2210,2819,1552,1765,730,682,1679,1989,1691,2530
Montipora_capitata_HIv3___RNAseq.g44138.t1,3751,3103,2652,2831,2939,3282,1605,1152,3148,4811,1940,4562
Montipora_capitata_HIv3___RNAseq.g44144.t1,0,0,0,0,0,0,0,0,0,6,0,0
Montipora_capitata_HIv3___RNAseq.g44145.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44146.t1,0,0,0,0,2,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50682.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44141.t1,25,27,16,61,11,22,0,22,33,0,32,0
Montipora_capitata_HIv3___RNAseq.g44142.t1,202,171,88,165,274,223,29,54,177,144,218,159
Montipora_capitata_HIv3___RNAseq.g44143.t1,85,69,94,31,19,32,25,63,58,90,63,41
Montipora_capitata_HIv3___RNAseq.g44147.t1,10,0,0,0,0,12,7,0,0,18,0,0
Montipora_capitata_HIv3___RNAseq.g44148.t1,54,45,11,22,49,75,19,29,76,12,14,35
Montipora_capitata_HIv3___RNAseq.g44149.t1,13,15,12,2,14,18,0,24,16,38,3,12
Montipora_capitata_HIv3___RNAseq.g44150.t1,984,646,737,1422,714,694,367,663,369,665,972,1035
Montipora_capitata_HIv3___RNAseq.g44152.t1,131,115,24,49,200,129,57,58,171,112,15,129
Montipora_capitata_HIv3___TS.g50674.t1,430,290,235,323,418,329,101,266,395,206,445,357
Montipora_capitata_HIv3___RNAseq.g44140.t1,4113,3572,3864,6529,4072,4823,869,269,2003,5915,2795,7542
Montipora_capitata_HIv3___RNAseq.g44151.t1,880,875,567,680,902,847,132,172,767,773,635,1029
Montipora_capitata_HIv3___RNAseq.g44156.t1,35,42,62,44,52,40,36,0,19,8,11,70
Montipora_capitata_HIv3___TS.g50693.t1,39,58,70,71,94,15,35,0,29,0,31,82
Montipora_capitata_HIv3___RNAseq.g44153.t1,997,903,422,658,1068,869,282,1914,1002,1040,966,956
Montipora_capitata_HIv3___RNAseq.g44154.t1,337,331,137,183,444,403,18,143,153,229,373,346
Montipora_capitata_HIv3___RNAseq.g44155.t2,289,218,127,106,413,377,54,104,278,312,92,428
Montipora_capitata_HIv3___RNAseq.g44159.t1,1031,925,601,801,1231,1026,448,753,803,1012,695,1477
Montipora_capitata_HIv3___RNAseq.g44161.t1,20,9,31,37,0,23,0,0,12,15,0,19
Montipora_capitata_HIv3___RNAseq.g44162.t1,0,0,5,0,0,3,0,0,0,8,0,0
Montipora_capitata_HIv3___RNAseq.g44163.t1,11,16,21,31,13,9,0,15,6,8,12,24
Montipora_capitata_HIv3___RNAseq.g44160.t1,1864,914,2053,893,565,806,817,660,599,1164,461,1071
Montipora_capitata_HIv3___RNAseq.g44169.t1,39,12,10,3,7,11,6,0,11,31,5,15
Montipora_capitata_HIv3___TS.g50706.t1,20,13,0,37,9,12,6,0,0,17,63,22
Montipora_capitata_HIv3___RNAseq.g44165.t1,156,193,213,103,99,94,87,106,90,233,75,276
Montipora_capitata_HIv3___RNAseq.g44166.t1,226,101,230,191,82,177,108,134,96,148,108,175
Montipora_capitata_HIv3___RNAseq.g44167.t1,10477,10314,7281,10373,10541,9447,3492,8532,7801,8298,9567,12795
Montipora_capitata_HIv3___RNAseq.g44168.t1,4484,4247,1948,3301,5821,4897,933,3404,3150,3962,4303,7967
Montipora_capitata_HIv3___RNAseq.g44172.t1,2123,2076,373,622,3032,2789,339,1687,1731,1101,2884,2952
Montipora_capitata_HIv3___RNAseq.g44170.t1,5500,5092,3889,8176,4989,5109,1349,2518,3760,5072,5528,9215
Montipora_capitata_HIv3___TS.g50709.t2,370,234,224,269,306,274,57,206,224,285,354,427
Montipora_capitata_HIv3___RNAseq.g44173.t1,5219,4642,3444,6301,4738,4987,1835,3425,3365,4127,5523,7072
Montipora_capitata_HIv3___RNAseq.g44176.t1,1672,1609,1333,2632,1735,1930,617,333,1100,1812,1618,2370
Montipora_capitata_HIv3___RNAseq.g44177.t1,1030,996,357,804,1338,1073,166,534,602,1083,1013,1694
Montipora_capitata_HIv3___RNAseq.g44175.t1,10747,8199,7798,9568,7590,7956,4296,4488,6041,9420,8908,12043
Montipora_capitata_HIv3___TS.g50713.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44180.t1,0,0,0,0,0,0,0,0,0,2,0,2
Montipora_capitata_HIv3___RNAseq.g44178.t1,670,458,153,372,834,734,218,326,492,398,729,734
Montipora_capitata_HIv3___RNAseq.g44179.t1,1900,1524,818,1332,1718,1830,535,738,1202,1689,1567,2649
Montipora_capitata_HIv3___RNAseq.g44181.t1,3463,2958,3749,4579,2585,3347,1333,778,1756,4736,1612,4808
Montipora_capitata_HIv3___RNAseq.g44182.t1,2311,2226,2694,3393,2325,2596,850,586,993,4341,945,4021
Montipora_capitata_HIv3___RNAseq.g44183.t1,659,271,665,381,255,419,239,266,187,432,75,401
Montipora_capitata_HIv3___RNAseq.g44184.t1,1397,1009,1681,1996,925,1057,1189,1930,496,1416,1273,1300
Montipora_capitata_HIv3___RNAseq.g44185.t1,566,391,128,292,869,619,140,328,440,333,479,610
Montipora_capitata_HIv3___RNAseq.g44186.t1,2042,1633,853,1324,1435,1254,235,706,918,1408,2002,2340
Montipora_capitata_HIv3___RNAseq.g44188.t1,11,0,10,0,5,10,0,0,3,7,0,21
Montipora_capitata_HIv3___RNAseq.g44187.t1,497,285,109,161,341,352,39,162,247,571,182,552
Montipora_capitata_HIv3___TS.g50724.t1,15,53,0,0,53,19,0,0,9,29,0,72
Montipora_capitata_HIv3___RNAseq.g44190.t1,18,21,0,0,6,5,0,8,0,3,0,13
Montipora_capitata_HIv3___TS.g50726.t1b,0,42,0,8,12,37,0,0,40,45,0,18
Montipora_capitata_HIv3___TS.g50726.t1a,60,77,63,72,43,70,77,48,6,218,94,236
Montipora_capitata_HIv3___RNAseq.g44193.t1,7,4,0,0,2,3,0,0,0,3,0,15
Montipora_capitata_HIv3___RNAseq.g44205.t1,10,0,3,4,0,7,0,0,4,0,5,0
Montipora_capitata_HIv3___TS.g50739.t1,0,0,4,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44206.t1,321,289,123,179,522,510,19,364,285,153,330,217
Montipora_capitata_HIv3___RNAseq.g44210.t1,12,0,21,12,5,19,8,0,0,7,0,0
Montipora_capitata_HIv3___RNAseq.g44196.t1,0,0,0,19,0,12,6,34,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44198.t1,0,0,0,0,0,0,0,0,0,1,0,0
Montipora_capitata_HIv3___RNAseq.g44199.t1,0,0,0,2,0,0,0,0,0,0,2,0
Montipora_capitata_HIv3___RNAseq.17921_t,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50734.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___TS.g50730.t1,78,79,41,74,50,69,0,32,67,125,31,188
Montipora_capitata_HIv3___RNAseq.17924_t,186,268,370,351,65,87,57,56,42,156,628,164
Montipora_capitata_HIv3___RNAseq.g44207.t1,78,40,40,27,26,39,29,0,74,49,19,53
Montipora_capitata_HIv3___RNAseq.17930_t,136,96,260,194,69,154,150,215,110,216,253,201
Montipora_capitata_HIv3___RNAseq.g44209.t1,1080,825,517,740,877,1091,263,673,877,652,1039,1138
Montipora_capitata_HIv3___RNAseq.g44214.t1,118,98,120,65,74,71,0,7,54,139,34,115
Montipora_capitata_HIv3___RNAseq.g44215.t1,10,0,0,6,12,10,0,15,0,17,25,21
Montipora_capitata_HIv3___RNAseq.g44216.t1,17,14,39,25,19,20,0,0,12,41,29,24
Montipora_capitata_HIv3___TS.g50750.t1,0,35,0,0,55,17,21,57,22,28,15,22
Montipora_capitata_HIv3___RNAseq.g44217.t1,0,0,10,4,0,3,11,0,0,4,8,13
Montipora_capitata_HIv3___RNAseq.g44221.t1,31,24,101,69,30,44,20,23,8,35,17,22
Montipora_capitata_HIv3___RNAseq.g44222.t1,6,7,2,8,0,0,0,0,0,9,0,0
Montipora_capitata_HIv3___RNAseq.g44219.t1,11,20,6,34,0,9,1,19,7,19,4,16
Montipora_capitata_HIv3___TS.g50753.t1,118,97,57,33,56,84,60,5,67,106,79,137
Montipora_capitata_HIv3___TS.g50754.t1,10,68,9,12,27,17,66,7,26,32,17,32
Montipora_capitata_HIv3___TS.g50755.t1,25,54,18,51,36,24,5,27,13,47,27,28
Montipora_capitata_HIv3___RNAseq.g44211.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44212.t1,3000,2275,2283,1820,2082,2296,1008,995,1826,2339,2185,3277
Montipora_capitata_HIv3___RNAseq.g44213.t1,207,147,82,151,298,244,41,74,143,246,206,326
Montipora_capitata_HIv3___TS.g50759.t2b,4134,3814,1714,2801,4370,4686,1198,1066,3129,4234,4000,5961
Montipora_capitata_HIv3___RNAseq.g44225.t2,123,107,75,86,179,181,32,56,73,79,74,135
Montipora_capitata_HIv3___TS.g50759.t2a,2229,2242,1350,2283,2490,2243,790,1294,1511,1750,2467,3449
Montipora_capitata_HIv3___TS.g50761.t1,58,52,32,26,55,45,0,0,23,20,36,32
Montipora_capitata_HIv3___RNAseq.g44227.t1,30,25,37,3,3,7,4,0,3,6,21,5
Montipora_capitata_HIv3___RNAseq.g44229.t1,3397,2509,2778,4288,2709,3190,1138,355,2204,2589,2553,3822
Montipora_capitata_HIv3___RNAseq.g44236.t1,2476,2057,1411,1497,2669,2410,666,1907,1782,1702,2460,2774
Montipora_capitata_HIv3___TS.g50770.t2,392,321,381,437,162,288,49,113,182,353,189,399
Montipora_capitata_HIv3___RNAseq.g44238.t1,370,262,156,316,348,386,57,273,264,226,380,462
Montipora_capitata_HIv3___TS.g50772.t2,106,130,300,347,236,200,175,252,144,183,93,212
Montipora_capitata_HIv3___TS.g50764.t1,4230,4147,3787,8077,5291,5325,1550,3369,3454,4932,4231,6822
Montipora_capitata_HIv3___RNAseq.g44232.t1,5,0,0,0,0,0,0,0,0,5,0,0
Montipora_capitata_HIv3___RNAseq.g44233.t1,7,9,15,12,0,16,0,0,0,5,0,23
Montipora_capitata_HIv3___RNAseq.g44234.t1,2638,2893,2167,4645,2863,2932,648,1788,1576,2880,2081,4408
Montipora_capitata_HIv3___RNAseq.g44235.t1,1402,1198,1251,1230,867,811,314,173,1080,1503,901,1811
Montipora_capitata_HIv3___TS.g50773.t3,587,541,1245,1394,591,625,184,133,341,506,414,789
Montipora_capitata_HIv3___RNAseq.g44242.t1a,387,403,294,448,522,402,171,283,255,398,528,427
Montipora_capitata_HIv3___RNAseq.g44243.t1,409,451,339,530,435,404,208,347,292,484,489,761
Montipora_capitata_HIv3___RNAseq.g44245.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44247.t1,0,0,13,14,7,0,6,0,0,15,0,13
Montipora_capitata_HIv3___TS.g50777.t1,389,277,236,446,424,390,64,280,252,416,472,803
Montipora_capitata_HIv3___TS.g50778.t1,1790,1874,790,2051,2018,1770,469,1366,1158,1810,2256,3223
Montipora_capitata_HIv3___TS.g50786.t1,9,11,9,0,16,0,0,0,7,0,0,5
Montipora_capitata_HIv3___TS.g50787.t1,32,53,70,97,95,26,0,0,14,40,0,63
Montipora_capitata_HIv3___TS.g50790.t1,2,4,5,9,4,8,0,0,2,6,4,4
Montipora_capitata_HIv3___TS.g50788.t1,0,0,0,0,0,0,0,0,0,0,0,0
Montipora_capitata_HIv3___RNAseq.g44256.t1,30,0,66,24,0,18,0,0,0,4,0,7
Montipora_capitata_HIv3___RNAseq.g44258.t1,8,0,0,24,0,10,0,0,7,12,0,5
Montipora_capitata_HIv3___RNAseq.g44259.t1,115,58,55,55,66,61,20,22,42,124,47,144
Montipora_capitata_HIv3___RNAseq.g44262.t1,540,446,358,587,531,530,247,327,397,410,506,554
Montipora_capitata_HIv3___RNAseq.g44260.t1,901,695,496,491,648,569,147,219,341,836,511,1044
Montipora_capitata_HIv3___RNAseq.g44261.t1,401,331,186,306,416,485,115,94,203,422,203,505
Montipora_capitata_HIv3___RNAseq.17993_t,187,88,201,255,86,159,97,40,54,244,19,134
Montipora_capitata_HIv3___RNAseq.g44248.t1,4606,3843,4784,7696,4536,5268,1908,618,3597,5310,3030,6751
Montipora_capitata_HIv3___RNAseq.g44249.t1,608,541,166,436,656,522,137,173,515,313,519,808
Montipora_capitata_HIv3___RNAseq.g44250.t1,276,169,161,207,210,280,104,61,202,228,271,326
Montipora_capitata_HIv3___RNAseq.g44251.t1,329,294,176,172,190,236,145,114,251,266,328,261
Montipora_capitata_HIv3___RNAseq.g44252.t1,67,72,28,45,48,45,12,100,21,35,51,59
Montipora_capitata_HIv3___RNAseq.g44264.t1,698,459,583,613,504,631,183,305,332,400,789,690
Montipora_capitata_HIv3___TS.g50800.t1b,1467,1237,1327,1352,1393,1307,629,1666,1206,1061,1092,1569
Montipora_capitata_HIv3___RNAseq.g44265.t1,691,737,564,644,624,637,247,399,424,537,575,773
Montipora_capitata_HIv3___TS.g50799.t2,1437,1238,1003,1162,1025,1264,446,346,801,1213,1331,1681
Montipora_capitata_HIv3___TS.g50800.t1a,1025,638,1192,932,550,749,428,105,382,1080,344,948
Montipora_capitata_HIv3___RNAseq.g44271.t1,705,725,247,413,700,540,136,224,408,509,606,691
Montipora_capitata_HIv3___RNAseq.g44269.t1,1827,1672,976,1348,1367,1400,609,555,927,1950,1273,2607
Montipora_capitata_HIv3___RNAseq.g44270.t1,1115,843,417,588,908,885,380,1387,717,856,1251,1336
Montipora_capitata_HIv3___RNAseq.g44275.t1,0,0,2,0,0,4,0,0,0,0,6,2
